ticker,n,spec,window,dep,shock,regime,cov_type,r2,n_high,n_low,shock_beta,shock_se,shock_ci_low,shock_ci_high,shock_t,shock_p,high_beta,high_se,high_ci_low,high_ci_high,high_t,high_p,inter_beta,inter_se,inter_ci_low,inter_ci_high,inter_t,inter_p,beta_high_regime,beta_high_regime_se,beta_high_regime_p,beta_low_regime,threshold,sample
XLY,199,ex_emergency_thr2.0,d0_p1,car_adj,surprise_bps,high_inflation,HC1,0.044071900686470045,119,80,-1.2344132661945593,0.48277608516809034,-2.180637005721258,-0.2881895266678605,-2.556906408826709,0.010560762706191506,-0.034198287244664186,0.13134322021498648,-0.29162626847955087,0.22322969399022252,-0.2603734489582897,0.7945757214829513,0.45157118701550475,0.714583716359515,-0.94898716098793,1.8521295350189395,0.631936016281001,0.5274286876410829,-0.7828420791790546,0.5268369190517586,0.1372979908830908,-1.2344132661945593,2.0,ex_emergency
GLD,152,ex_emergency_thr2.0,m1_p1,car_raw,surprise_bps,high_inflation,HC1,0.07687273948189277,84,68,-5.998814379249899,1.0134821784990078,-7.985202948081149,-4.01242581041865,-5.919013186925786,3.238789995147328e-09,0.3322769435272191,0.3815163159289705,-0.415481295207968,1.0800351822624061,0.8709377021481864,0.38378816947203687,5.413139889067426,1.9736801597079634,1.544797859038556,9.281481919096295,2.7426631728761888,0.006094316264423878,-0.585674490182473,1.6935959514269503,0.729480151157679,-5.998814379249899,2.0,ex_emergency
IEF,171,ex_emergency_thr2.0,m1_p1,car_raw,surprise_bps,high_inflation,HC1,0.08910030753619158,97,74,-2.0157490858217737,0.3478045301094297,-2.6974334384961325,-1.3340647331474147,-5.795637811812166,6.806201024258623e-09,0.017278622188006527,0.1330435759226361,-0.24348199499478052,0.27803923937079356,0.12987190150431557,0.8966677753291157,1.535684647445691,0.6442497093026945,0.27297842016201035,2.798390874729372,2.383679224485555,0.01714053583401957,-0.4800644383760825,0.5423003750431723,0.3760287397011386,-2.0157490858217737,2.0,ex_emergency
QQQ,198,ex_emergency_thr2.0,m1_p1,car_adj,surprise_bps,high_inflation,HC1,0.0025558599018639105,119,79,-0.5342477793127727,0.6788323290044851,-1.8647346957030082,0.7962391370774627,-0.7870099234906104,0.43127605706366845,0.08759281318290779,0.19611548708444343,-0.2967864783131315,0.47197210467894707,0.4466389395611172,0.6551357755020748,0.5294789808332668,0.966695393738737,-1.3652091749154245,2.4241671365819584,0.5477205997490933,0.5838837652514661,-0.004768798479505825,0.6882489762971232,0.99447159332446,-0.5342477793127727,2.0,ex_emergency
SPY,200,ex_emergency_thr2.0,m1_p1,car_raw,surprise_bps,high_inflation,HC1,0.05679755189136859,119,81,-1.740611180338128,0.7378124452621195,-3.186697000397312,-0.29452536027894366,-2.359151287722923,0.018316786677028896,0.15327432991781886,0.30445177680426466,-0.44344018764776694,0.7499888474834047,0.5034437030609303,0.6146523517412938,-1.1384808074676227,1.3792920731607943,-3.841843595024365,1.5648819800891194,-0.8254095195796152,0.4091391321483663,-2.879091987805751,1.1653666456100986,0.01349069403475495,-1.740611180338128,2.0,ex_emergency
TLT,171,ex_emergency_thr2.0,m1_p1,car_raw,surprise_bps,high_inflation,HC1,0.07767103839820033,97,74,-3.9128807491684707,0.9922074393114867,-5.857571595411696,-1.9681899029252456,-3.943611581751191,8.02636200228163e-05,0.03190895006621192,0.2665802065315872,-0.49057865372694826,0.5543965538593721,0.11969737168926313,0.9047228824789967,3.6872224479798064,1.4032801265593116,0.9368439397027466,6.437600956256867,2.6275740518184847,0.00859961220111372,-0.2256583011886644,0.9923303436715322,0.8201108546759804,-3.9128807491684707,2.0,ex_emergency
XLB,199,ex_emergency_thr2.0,m1_p1,car_adj,surprise_bps,high_inflation,HC1,0.02787220121990186,119,80,-0.5277694220453447,1.2097552601120793,-2.898846161972905,1.843307317882216,-0.43626131619088715,0.6626471450768004,-0.18068130791062947,0.23707539975988196,-0.6453405530604339,0.2839779372391749,-0.7621259232026169,0.44598485229861784,-0.9716987337252476,1.4482430565699989,-3.8102029654626492,1.8668054980121542,-0.67095003792154,0.502252358251447,-1.4994681557705922,0.7961784734180962,0.05965543035751716,-0.5277694220453447,2.0,ex_emergency
XLE,199,ex_emergency_thr2.0,m1_p1,car_adj,surprise_bps,high_inflation,HC1,0.020880373909979544,119,80,-1.1828447112622091,0.8759141175641458,-2.899604835238118,0.5339154127136994,-1.3504117441920165,0.17688394577159583,-0.06527740191230276,0.36178564207744196,-0.7743642305077878,0.6438094266831822,-0.18043115679623853,0.8568140961095942,-0.7365149514098271,1.4363571323052726,-3.551723199665395,2.0786932968457403,-0.5127658956430716,0.6081150887548059,-1.9193596626720364,1.1383743980677241,0.09178557565058477,-1.1828447112622091,2.0,ex_emergency
XLF,199,ex_emergency_thr2.0,m1_p1,car_adj,surprise_bps,high_inflation,HC1,0.02486366924944683,119,80,0.009495761892859469,1.308300807238506,-2.554726701239292,2.5737182250250115,0.007258087620462937,0.994208934792117,0.10572990517827084,0.21612158508281545,-0.3178606178657564,0.5293204282222981,0.489214925652874,0.6246895436769191,-1.3679492058619585,1.4131431441101587,-4.137658873317565,1.401760461593648,-0.9680188532658109,0.3330349540458657,-1.3584534439690992,0.5341559168675574,0.010984933083533304,0.009495761892859469,2.0,ex_emergency
XLI,199,ex_emergency_thr2.0,m1_p1,car_adj,surprise_bps,high_inflation,HC1,0.031411308305216434,119,80,-1.250183628213024,0.7234832711385961,-2.668184783061899,0.16781752663585103,-1.7280062692334583,0.08398710040959631,-0.038740722096919616,0.14181038830570764,-0.3166839758097466,0.2392025316159074,-0.27318677115109746,0.7847096484449047,0.8284234576284786,0.806895989550294,-0.7530636211599054,2.4099105364168625,1.0266793593684638,0.30457147161948694,-0.4217601705845456,0.35728573206181274,0.2378188065701905,-1.250183628213024,2.0,ex_emergency
XLK,199,ex_emergency_thr2.0,m1_p1,car_adj,surprise_bps,high_inflation,HC1,0.008877955560325446,119,80,-0.9782057085642875,0.7305856728048024,-2.410127314882664,0.45371589775408916,-1.338933604882838,0.18059228852435993,0.11193718447882611,0.1884358417640262,-0.2573902787751538,0.48126464773280603,0.5940334037884493,0.5524897713824741,1.106192956171032,0.9471145931988917,-0.7501175357311003,2.962503448073164,1.1679610515078762,0.24282247586382422,0.12798724760674438,0.6027193603516123,0.8318342603401078,-0.9782057085642875,2.0,ex_emergency
XLP,199,ex_emergency_thr2.0,m1_p1,car_adj,surprise_bps,high_inflation,HC1,0.027048212490241363,119,80,0.06303531482415678,0.7149359369797269,-1.3382133729095058,1.4642840025578194,0.0881691793119979,0.929742213237644,0.1439988992005558,0.18445017934277821,-0.21751680925324335,0.505514607654355,0.7806926494386941,0.4349832848903006,1.0634523652292012,0.9164581619477088,-0.7327726255260844,2.859677355984487,1.160393795794335,0.2458885116080186,1.126487680053358,0.5733778584977749,0.04945458487691452,0.06303531482415678,2.0,ex_emergency
XLRE,65,ex_emergency_thr2.0,m1_p1,car_adj,surprise_bps,high_inflation,HC1,0.03414490738163867,37,28,-2.718568447195736,2.1950291333850362,-7.020746493646573,1.5836095992551023,-1.2385113280949167,0.21552652433820652,-0.07046176949791905,0.49441052064160523,-1.0394885835331622,0.8985650445373242,-0.14251672761024495,0.8866718675099022,1.4003482198995096,2.9103330396045775,-4.303799720742445,7.104496160541464,0.48116425194065515,0.6303997656244605,-1.318220227296226,1.910990712956227,0.4903137701816028,-2.718568447195736,2.0,ex_emergency
XLU,199,ex_emergency_thr2.0,m1_p1,car_adj,surprise_bps,high_inflation,HC1,0.0020793595634063244,119,80,0.3067612047778855,1.401153124342565,-2.439448455759314,3.0529708653150847,0.21893481836385362,0.8267008232210471,-0.13373873796106792,0.23386718233341378,-0.592109992500421,0.32463251657828507,-0.5718576528210901,0.5674184151640091,-0.18248508188003087,1.56941727772975,-3.2584864229452366,2.8935162591851746,-0.11627569319486897,0.9074340489487103,0.1242761228978546,0.706993998405738,0.8604659849348173,0.3067612047778855,2.0,ex_emergency
XLV,199,ex_emergency_thr2.0,m1_p1,car_adj,surprise_bps,high_inflation,HC1,0.03901236412089204,119,80,0.9769509092434243,0.9919519721266007,-0.9672392305181927,2.9211410490050413,0.9848772286313255,0.3246843799094261,-0.1345904264445211,0.18575775830055918,-0.4986689425625134,0.2294880896734712,-0.7245480763541059,0.4687293230016235,0.3739716754988358,1.1104483083608787,-1.8024670155819145,2.550410366579586,0.3367754020453699,0.7362862173099758,1.3509225847422601,0.49912596660130343,0.006798092876715757,0.9769509092434243,2.0,ex_emergency
XLY,199,ex_emergency_thr2.0,m1_p1,car_adj,surprise_bps,high_inflation,HC1,0.05873027529869901,119,80,-1.6190894195010728,0.6848976309755712,-2.961464109309997,-0.27671472969214866,-2.363987472397641,0.018079423932687792,0.04553242280976277,0.15339107983558872,-0.25510856921769925,0.3461734148372248,0.2968387917900207,0.766589587941203,0.42291297980709497,0.9473659336190585,-1.4338901302664233,2.2797160898806133,0.4464093174550973,0.6553016035983715,-1.1961764396939778,0.6545360549778457,0.0676219182975591,-1.6190894195010728,2.0,ex_emergency
GLD,152,ex_covid_thr2.0,d0_p1,car_raw,surprise_bps,high_inflation,HC1,0.06550790436930598,89,63,-4.507709828214064,1.1417581836320954,-6.7455147471868395,-2.269904909241287,-3.9480424951931563,7.879282057737332e-05,0.5030512421291637,0.33129755223746415,-0.14628002842254317,1.1523825126808707,1.5184272830624226,0.12890671810890783,4.151031064791299,1.7138596879518704,0.7919278018505775,7.510134327732021,2.422036701121049,0.015433791722863662,-0.35667876342276444,1.2781640270699297,0.7802021958080757,-4.507709828214064,2.0,ex_covid
IEF,171,ex_covid_thr2.0,d0_p1,car_raw,surprise_bps,high_inflation,HC1,0.10969287360968316,102,69,-1.9464747547087682,0.3438780138269497,-2.6204632768847564,-1.27248623253278,-5.660364072267487,1.5105219226898864e-08,0.06032446435129346,0.12252681179314197,-0.17982367390378234,0.30047260260636927,0.4923368483066163,0.6224812350382576,1.3098338490670436,0.5623677061839035,0.20761339887818958,2.4120542992558973,2.329141297880121,0.019851581503838946,-0.6366409056417246,0.4449779191881072,0.15250912765825198,-1.9464747547087682,2.0,ex_covid
