ticker,n,spec,window,dep,shock,cov_type,alpha,r2,beta,se,ci_low,ci_high,t,p,sample,dep_mode
SPY,202,ex_march2020,m5_p5,car_raw,surprise_orth_bps,HC1,0.3145800165759819,0.09273537642730822,-5.598429214912473,1.5965656740453174,-8.72764043499421,-2.4692179948307356,-3.5065448956618153,0.00045396484731395604,ex_march2020,car_raw
XLF,201,ex_march2020,m5_p5,car_raw,surprise_orth_bps,HC1,0.24928168669292577,0.05014899428387776,-5.559843975861815,2.0761084492233257,-9.628941764338837,-1.4907461873847936,-2.6780123061209826,0.007406049724626821,ex_march2020,car_raw
XLB,201,ex_march2020,m5_p5,car_raw,surprise_orth_bps,HC1,0.11314623133653073,0.04958866195089762,-5.134910996791674,2.002884980811224,-9.06049342435787,-1.209328569225477,-2.5637573030838205,0.010354592024787121,ex_march2020,car_raw
XLV,201,ex_march2020,m5_p5,car_raw,surprise_orth_bps,HC1,0.37607998771539375,0.08024110724246247,-4.638957055264303,1.3649796778630816,-7.314268063505028,-1.9636460470235786,-3.3985539349030716,0.0006774310435209862,ex_march2020,car_raw
XLU,201,ex_march2020,m5_p5,car_raw,surprise_orth_bps,HC1,0.3029502249069647,0.06281177846568431,-4.170225568465024,1.4971031969890807,-7.1044939157033955,-1.2359572212266519,-2.7855297997172332,0.0053440327671306275,ex_march2020,car_raw
TLT,171,ex_march2020,m5_p5,car_raw,surprise_orth_bps,HC1,0.234705067259824,0.06354230452822185,-3.690016694975072,1.1134509437062203,-5.8723404431913995,-1.507692946758745,-3.314036164622147,0.000919596124218415,ex_march2020,car_raw
GLD,152,ex_march2020,m5_p5,car_raw,surprise_orth_bps,HC1,0.06659527730800974,0.02736797877081354,-3.5438656704284908,2.3750062096167404,-8.198792304336289,1.1110609634793065,-1.4921500651572492,0.13565980956803225,ex_march2020,car_raw
XLP,201,ex_march2020,m5_p5,car_raw,surprise_orth_bps,HC1,0.2590983481714897,0.034932614605500234,-2.528242567231624,1.1420939273786546,-4.766705531855691,-0.2897796026075573,-2.2136905788777566,0.026850071465793622,ex_march2020,car_raw
IEF,171,ex_march2020,m5_p5,car_raw,surprise_orth_bps,HC1,0.20857284283556593,0.07609639621712938,-1.9684946103190963,0.543315948058327,-3.0333743007396516,-0.903614919898541,-3.623112145619866,0.0002910795432772307,ex_march2020,car_raw
XLRE,60,ex_march2020,m5_p5,car_adj,surprise_orth_bps,HC1,-0.35377920643321725,0.03323398902899921,-3.293386530066831,2.491732745180896,-8.177092969720507,1.5903199095868445,-1.3217254283937006,0.18625959797617364,ex_march2020,car_adj
QQQ,200,ex_march2020,m5_p5,car_adj,surprise_orth_bps,HC1,0.0205034768664306,0.030374521715028302,-2.5908295481016212,1.4373678102063112,-5.408018688643195,0.22635959243995293,-1.8024819602226578,0.07146961043705903,ex_march2020,car_adj
XLK,201,ex_march2020,m5_p5,car_adj,surprise_orth_bps,HC1,0.14207575348336743,0.03605840903027202,-2.499720993757977,1.3848025013215979,-5.21388402204929,0.21444203453333532,-1.8051101087500545,0.07105745352793742,ex_march2020,car_adj
XLE,201,ex_march2020,m5_p5,car_adj,surprise_orth_bps,HC1,-0.035593801854357954,0.0017819439460128317,-0.8461469432592686,1.443683459166627,-3.67571452830206,1.983420641783522,-0.5861028176825624,0.5578064229171324,ex_march2020,car_adj
XLI,201,ex_march2020,m5_p5,car_adj,surprise_orth_bps,HC1,0.06523174874085814,0.004820371428172154,-0.5776382970162152,0.6018611665966478,-1.7572645072389066,0.6019879132064759,-0.9597533934322329,0.33717934391964144,ex_march2020,car_adj
XLY,201,ex_march2020,m5_p5,car_adj,surprise_orth_bps,HC1,-0.025077345404201083,0.0010947779331553775,-0.3684361446075852,1.0078953810672395,-2.3438747916836484,1.6070025024684778,-0.3655499881520003,0.7147008994591775,ex_march2020,car_adj
SPY,202,ex_march2020,m5_p5,car_adj,surprise_orth_bps,HC1,0.0,,0.0,0.0,0.0,0.0,,,ex_march2020,car_adj
XLF,201,ex_march2020,m5_p5,car_adj,surprise_orth_bps,HC1,-0.02452905771138611,9.81988455406313e-06,0.04160913332976108,1.0044404318562525,-1.927057937724352,2.0102762043838744,0.04142518760705946,0.9669569332214928,ex_march2020,car_adj
XLB,201,ex_march2020,m5_p5,car_adj,surprise_orth_bps,HC1,-0.16066451306778112,0.0011139195086538045,0.46654211239990145,1.1117573965458256,-1.712462344375932,2.645546569175735,0.4196438124445354,0.6747456771919969,ex_march2020,car_adj
XLV,201,ex_march2020,m5_p5,car_adj,surprise_orth_bps,HC1,0.10226924331108202,0.008661592784118155,0.9624960539272694,0.9173453845848464,-0.8354678612430743,2.7604599690976133,1.0492188330601961,0.294077412705275,ex_march2020,car_adj
TLT,171,ex_march2020,m5_p5,car_adj,surprise_orth_bps,HC1,-0.05888098201511255,0.002460945256495317,1.2876501343403302,2.6078936372284893,-3.823727470138674,6.399027738819335,0.4937510165133752,0.6214820307783445,ex_march2020,car_adj
XLU,201,ex_march2020,m5_p5,car_adj,surprise_orth_bps,HC1,0.029139480502652873,0.010532257038838977,1.4312275407265533,0.9008539274404275,-0.33441371238814366,3.1968687938412503,1.5887454082517711,0.11211788274779852,ex_march2020,car_adj
GLD,152,ex_march2020,m5_p5,car_adj,surprise_orth_bps,HC1,-0.2563612638941967,0.0023715250356806106,1.488499525725331,3.8988180894164026,-6.153043511804082,9.130042563254746,0.38178224569285774,0.7026228889393997,ex_march2020,car_adj
IEF,171,ex_march2020,m5_p5,car_adj,surprise_orth_bps,HC1,-0.08501320643937105,0.020110438052451718,3.0091722189963037,2.216418049539922,-1.3349273327864568,7.353271770779064,1.3576735758946465,0.1745672850292267,ex_march2020,car_adj
XLP,201,ex_march2020,m5_p5,car_adj,surprise_orth_bps,HC1,-0.014712396232822111,0.053636886495186054,3.073210541959951,1.060722587007747,0.9942324738366131,5.1521886100832885,2.897280193334382,0.003764134067280632,ex_march2020,car_adj
SPY,209,ex_march2020,m1_p1,car_raw,surprise_bps,HC1,0.28481612798216505,0.0682734643005165,-2.8652445027933426,0.7644501545801029,-4.363539273746421,-1.3669497318402637,-3.7481116141145443,0.00017817096926267594,ex_march2020,auto
GLD,159,ex_march2020,m1_p1,car_raw,surprise_bps,HC1,0.2645969599899327,0.029854945427438606,-2.309041783868077,1.2303416166746861,-4.720467041231246,0.10238347349509277,-1.8767485002326871,0.060552571890635294,ex_march2020,auto
XLRE,67,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,0.12716209364714764,0.028896179780588227,-1.684259540556396,1.380903698843941,-4.390781056408666,1.0222619752958735,-1.2196792158399004,0.22258650357767162,ex_march2020,auto
XLY,208,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,0.10097183063565228,0.08788355612991827,-1.6825866838854027,0.5332283230587447,-2.727694992617231,-0.6374783751535742,-3.1554713264922265,0.0016023901577891303,ex_march2020,auto
TLT,178,ex_march2020,m1_p1,car_raw,surprise_bps,HC1,0.3392647131066292,0.030297380104735594,-1.5387283379908416,0.884528464211853,-3.2723722711466,0.1949155951649165,-1.7396029638932022,0.08192875846300791,ex_march2020,auto
XLK,208,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,0.27829437897522835,0.035260126804781744,-1.343233290825022,0.972010673120262,-3.248339202729271,0.5618726210792266,-1.3819120797440363,0.16699869842644643,ex_march2020,auto
QQQ,207,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,0.28189581438367933,0.03084075969250688,-1.3060511785158613,1.1586756818283306,-3.5770137846617795,0.9649114276300577,-1.1271930523776763,0.25966086730461657,ex_march2020,auto
IEF,178,ex_march2020,m1_p1,car_raw,surprise_bps,HC1,0.20001386231363577,0.05601775095777617,-1.0574862497907507,0.37913402192369133,-1.800575278075005,-0.3143972215064964,-2.7892148650368074,0.005283599861714086,ex_march2020,auto
XLF,208,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,-0.16129611579870134,0.013551585552508683,-0.9097979170146088,0.5434442881782106,-1.9749291494479078,0.15533331541869033,-1.6741328169342367,0.09410449945928105,ex_march2020,auto
XLB,208,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,-0.06512445476096368,0.005280374598184756,-0.5719623085184908,0.7646320408106153,-2.0706135699326578,0.9266889528956759,-0.7480229417434979,0.45444631971214244,ex_march2020,auto
XLI,208,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,-0.00935521095956686,0.01248633133052035,-0.49213869319570624,0.36033476040771595,-1.198381845972699,0.21410445958128643,-1.3657818985846804,0.17200742956099657,ex_march2020,auto
XLE,208,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,-0.1822454048654453,0.00011789601031808594,-0.12622827335428546,1.1673139682254408,-2.414121609726682,2.1616650630181113,-0.10813566597355005,0.9138880766657201,ex_march2020,auto
XLV,208,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,0.015713057475321743,0.024386413743293867,0.9661752533248059,0.49342372635089293,-0.0009174794404914061,1.9332679860901032,1.9581045696163402,0.05021774367470118,ex_march2020,auto
XLU,208,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,-0.2757122114053432,0.02422496128224494,1.1823574216978727,0.7723755044770727,-0.3314707496181448,2.6961855930138903,1.5308064728158013,0.1258172294057575,ex_march2020,auto
XLP,208,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,-0.2359514605608078,0.07593869160648936,1.9147744160004352,0.7433027549529009,0.45792778668334816,3.3716210453175224,2.5760356775776567,0.009994033355223631,ex_march2020,auto
XLY,208,ex_march2020,m1_p1,car_raw,surprise_bps,HC1,0.36788738950055966,0.12359895605447091,-4.560085502504296,0.9310970065559645,-6.385002101467041,-2.7351689035415507,-4.8975407185247,9.704352940245284e-07,ex_march2020,car_raw
XLK,208,ex_march2020,m1_p1,car_raw,surprise_bps,HC1,0.5452099378401356,0.09505618431470952,-4.220732109443913,1.4915091950197747,-7.144036414293,-1.2974278045948275,-2.8298398183109787,0.004657131405714963,ex_march2020,car_raw
QQQ,207,ex_march2020,m1_p1,car_raw,surprise_bps,HC1,0.5548185108314951,0.0873835816651728,-4.17895815166251,1.687781697327629,-7.486949492190545,-0.8709668111344743,-2.476006321362127,0.013286122581385196,ex_march2020,car_raw
XLF,208,ex_march2020,m1_p1,car_raw,surprise_bps,HC1,0.10561944306620591,0.05971526374502267,-3.787296735633501,0.9410281721096867,-5.631678061406046,-1.9429154098609556,-4.024636932115197,5.706328338275266e-05,ex_march2020,car_raw
XLB,208,ex_march2020,m1_p1,car_raw,surprise_bps,HC1,0.20179110410394324,0.07056980314895567,-3.4494611271373836,0.8842865485671135,-5.182630914342155,-1.7162913399326116,-3.9008408900111005,9.585914050013803e-05,ex_march2020,car_raw
XLI,208,ex_march2020,m1_p1,car_raw,surprise_bps,HC1,0.2575603479053402,0.08567559675810765,-3.3696375118146,0.7132054610566704,-4.767494529062958,-1.9717804945662423,-4.724637843942214,2.3052580565412253e-06,ex_march2020,car_raw
XLE,208,ex_march2020,m1_p1,car_raw,surprise_bps,HC1,0.08467015399946182,0.034272044420907144,-3.0037270919731776,1.039054789521785,-5.040237057399723,-0.9672171265466326,-2.8908264725439685,0.003842302134012782,ex_march2020,car_raw
SPY,209,ex_march2020,m1_p1,car_raw,surprise_bps,HC1,0.28481612798216505,0.0682734643005165,-2.8652445027933426,0.7644501545801029,-4.363539273746421,-1.3669497318402637,-3.7481116141145443,0.00017817096926267594,ex_march2020,car_raw
XLRE,67,ex_march2020,m1_p1,car_raw,surprise_bps,HC1,0.25552185928825377,0.03145117476585557,-2.6031074917153783,2.319492527572128,-7.149229308166527,1.9430143247357707,-1.1222745754823007,0.26174571279434944,ex_march2020,car_raw
GLD,159,ex_march2020,m1_p1,car_raw,surprise_bps,HC1,0.2645969599899327,0.029854945427438606,-2.309041783868077,1.2303416166746861,-4.720467041231246,0.10238347349509277,-1.8767485002326871,0.060552571890635294,ex_march2020,car_raw
XLV,208,ex_march2020,m1_p1,car_raw,surprise_bps,HC1,0.28262861634022884,0.036608672465510916,-1.9113235652940874,0.7187828029036564,-3.320111971692006,-0.5025351588961687,-2.6591114277817187,0.007834704644739995,ex_march2020,car_raw
XLU,208,ex_march2020,m1_p1,car_raw,surprise_bps,HC1,-0.008796652540436017,0.02519870130823887,-1.6951413969210207,0.7791711460164465,-3.222288780906055,-0.16799401293598593,-2.1755700343724484,0.02958742603491853,ex_march2020,car_raw
TLT,178,ex_march2020,m1_p1,car_raw,surprise_bps,HC1,0.3392647131066292,0.030297380104735594,-1.5387283379908416,0.884528464211853,-3.2723722711466,0.1949155951649165,-1.7396029638932022,0.08192875846300791,ex_march2020,car_raw
IEF,178,ex_march2020,m1_p1,car_raw,surprise_bps,HC1,0.20001386231363577,0.05601775095777617,-1.0574862497907507,0.37913402192369133,-1.800575278075005,-0.3143972215064964,-2.7892148650368074,0.005283599861714086,ex_march2020,car_raw
XLP,208,ex_march2020,m1_p1,car_raw,surprise_bps,HC1,0.03096409830409932,0.010675724828010713,-0.9627244026184576,0.7255647268352229,-2.384805135668137,0.4593563304312218,-1.3268621902523854,0.1845542736356237,ex_march2020,car_raw
XLRE,67,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,0.12716209364714764,0.028896179780588227,-1.684259540556396,1.380903698843941,-4.390781056408666,1.0222619752958735,-1.2196792158399004,0.22258650357767162,ex_march2020,car_adj
XLY,208,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,0.10097183063565228,0.08788355612991827,-1.6825866838854027,0.5332283230587447,-2.727694992617231,-0.6374783751535742,-3.1554713264922265,0.0016023901577891303,ex_march2020,car_adj
XLK,208,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,0.27829437897522835,0.035260126804781744,-1.343233290825022,0.972010673120262,-3.248339202729271,0.5618726210792266,-1.3819120797440363,0.16699869842644643,ex_march2020,car_adj
QQQ,207,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,0.28189581438367933,0.03084075969250688,-1.3060511785158613,1.1586756818283306,-3.5770137846617795,0.9649114276300577,-1.1271930523776763,0.25966086730461657,ex_march2020,car_adj
XLF,208,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,-0.16129611579870134,0.013551585552508683,-0.9097979170146088,0.5434442881782106,-1.9749291494479078,0.15533331541869033,-1.6741328169342367,0.09410449945928105,ex_march2020,car_adj
XLB,208,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,-0.06512445476096368,0.005280374598184756,-0.5719623085184908,0.7646320408106153,-2.0706135699326578,0.9266889528956759,-0.7480229417434979,0.45444631971214244,ex_march2020,car_adj
XLI,208,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,-0.00935521095956686,0.01248633133052035,-0.49213869319570624,0.36033476040771595,-1.198381845972699,0.21410445958128643,-1.3657818985846804,0.17200742956099657,ex_march2020,car_adj
XLE,208,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,-0.1822454048654453,0.00011789601031808594,-0.12622827335428546,1.1673139682254408,-2.414121609726682,2.1616650630181113,-0.10813566597355005,0.9138880766657201,ex_march2020,car_adj
SPY,209,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,0.0,,0.0,0.0,0.0,0.0,,,ex_march2020,car_adj
XLV,208,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,0.015713057475321743,0.024386413743293867,0.9661752533248059,0.49342372635089293,-0.0009174794404914061,1.9332679860901032,1.9581045696163402,0.05021774367470118,ex_march2020,car_adj
GLD,159,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,0.09633143878958197,0.0023872345654061267,0.971465548348628,1.926446565603336,-2.804300338374789,4.747231435072045,0.504278481269154,0.614065696868326,ex_march2020,car_adj
XLU,208,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,-0.2757122114053432,0.02422496128224494,1.1823574216978727,0.7723755044770727,-0.3314707496181448,2.6961855930138903,1.5308064728158013,0.1258172294057575,ex_march2020,car_adj
TLT,178,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,0.15810069938272778,0.006711176050460788,1.3772985768114436,1.4562658770099994,-1.4769300940427914,4.231527247665678,0.9457741189674159,0.3442638088304768,ex_march2020,car_adj
IEF,178,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,0.018849848589734375,0.018391906376321487,1.8585406650115335,1.1088394994042243,-0.3147448184561686,4.031826148479236,1.676113329305207,0.09371599635861246,ex_march2020,car_adj
XLP,208,ex_march2020,m1_p1,car_adj,surprise_bps,HC1,-0.2359514605608078,0.07593869160648936,1.9147744160004352,0.7433027549529009,0.45792778668334816,3.3716210453175224,2.5760356775776567,0.009994033355223631,ex_march2020,car_adj
SPY,202,ex_march2020,m1_p1,car_raw,surprise_orth_bps,HC1,0.3253996130450412,0.07659206982552103,-3.2560174960431376,1.1282056202382142,-5.467259878865711,-1.0447751132205645,-2.886014249207204,0.0039015449267148085,ex_march2020,auto
XLY,201,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,0.12087285252859148,0.05569318963042669,-1.4784368932723886,0.5206048935971656,-2.4988037348981402,-0.45807005164663717,-2.839844403030863,0.004513554354316895,ex_march2020,auto
XLK,201,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,0.2542706924745923,0.030178957546349583,-1.3487430589307454,1.060001880432669,-3.4263085681235097,0.7288224502620184,-1.2723968549755957,0.20323215095485625,ex_march2020,auto
QQQ,200,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,0.2716311849784958,0.02778230682605165,-1.3454910381466332,1.2209235007177701,-3.7384571274320253,1.0474750511387594,-1.1020273074894789,0.27044979996876295,ex_march2020,auto
XLRE,60,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,0.181515056435274,0.01681616004838793,-1.281846601843512,1.4444795331757714,-4.112974463273254,1.5492812595862302,-0.8874107056576277,0.3748578217773396,ex_march2020,auto
TLT,171,ex_march2020,m1_p1,car_raw,surprise_orth_bps,HC1,0.3380286151375512,0.01722173680497896,-1.2092956208272017,0.8627553953765309,-2.900265123232817,0.48167388157841357,-1.4016668308396156,0.161014759919195,ex_march2020,auto
XLF,201,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,-0.09466254194991802,0.01760165275464254,-1.0911275033796959,0.822036387833817,-2.702289217515377,0.5200342107559853,-1.3273469636240462,0.18439393518739733,ex_march2020,auto
IEF,171,ex_march2020,m1_p1,car_raw,surprise_orth_bps,HC1,0.20097870319661088,0.04160958366947731,-0.9660219716750191,0.46897098889425914,-1.8851882197019005,-0.04685572364813758,-2.0598757589519723,0.03941041967733273,ex_march2020,auto
GLD,152,ex_march2020,m1_p1,car_raw,surprise_orth_bps,HC1,0.19780056566491233,0.0013755857514168301,-0.5377972542384181,1.9442805245017452,-4.348517058104485,3.2729225496276486,-0.276604763284474,0.7820836067877404,ex_march2020,auto
XLE,201,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,-0.1118625897100123,0.0005940096882595114,-0.2867022617464398,1.2684282690575386,-2.772775986071697,2.199371462578817,-0.22602954281322027,0.8211784430039855,ex_march2020,auto
XLI,201,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,0.022677439678121355,0.0007890362208395896,-0.12399033411448632,0.37748640450498605,-0.8638500915977775,0.6158694233688048,-0.32846304564817397,0.7425615810079571,ex_march2020,auto
XLB,201,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,-0.04886751695604,0.0009504629373979778,0.2626511016310651,0.815798912383297,-1.3362853852671444,1.8615875885292745,0.3219556898693932,0.7474862629805794,ex_march2020,auto
XLV,201,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,0.0217463402088115,0.01787138983471559,0.9035742007043369,0.5618260034898956,-0.19758453171393342,2.004732933122607,1.6082812028841726,0.1077736055637679,ex_march2020,auto
XLU,201,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,-0.2549921162367595,0.025784912636915402,1.2989123200803863,0.8261508627056331,-0.3203136166193494,2.918138256780122,1.5722459162318922,0.11589353051928762,ex_march2020,auto
XLP,201,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,-0.24496078902009355,0.0677172097667692,1.9661639555039634,0.8024043083796539,0.3934804100400705,3.5388475009678566,2.45034072595443,0.014272108908570714,ex_march2020,auto
XLY,201,ex_march2020,m1_p1,car_raw,surprise_orth_bps,HC1,0.42815132406435763,0.11365511282440177,-4.735798450988002,1.2336672118510008,-7.1537417551239075,-2.3178551468520956,-3.838797372171694,0.00012363840926122799,ex_march2020,car_raw
QQQ,200,ex_march2020,m1_p1,car_raw,surprise_orth_bps,HC1,0.586690912894168,0.08965515248642808,-4.611471104154035,1.8495203262862476,-8.236464332349849,-0.9864778759582193,-2.4933335625533015,0.0126549898554134,ex_march2020,car_raw
XLK,201,ex_march2020,m1_p1,car_raw,surprise_orth_bps,HC1,0.5615491640103584,0.09633939093958444,-4.606104616646359,1.6836202730687584,-7.905939715502616,-1.3062695177901014,-2.7358334241549294,0.006222251457061964,ex_march2020,car_raw
XLF,201,ex_march2020,m1_p1,car_raw,surprise_orth_bps,HC1,0.21261592958584827,0.07029935220190542,-4.348489061095311,1.6967562963842724,-7.674070292550053,-1.0229078296405674,-2.5628247676827765,0.0103824434878186,ex_march2020,car_raw
XLE,201,ex_march2020,m1_p1,car_raw,surprise_orth_bps,HC1,0.19541588182575384,0.04599536687962347,-3.5440638194620537,1.5182243270361384,-6.519728820905446,-0.568398818018662,-2.3343479328781,0.019577510767233578,ex_march2020,car_raw
XLI,201,ex_march2020,m1_p1,car_raw,surprise_orth_bps,HC1,0.32995591121388745,0.07944838499135176,-3.381351891830099,0.9988623408422395,-5.33908610539426,-1.4236176782659378,-3.385203099136711,0.0007112560712028618,ex_march2020,car_raw
SPY,202,ex_march2020,m1_p1,car_raw,surprise_orth_bps,HC1,0.3253996130450412,0.07659206982552103,-3.2560174960431376,1.1282056202382142,-5.467259878865711,-1.0447751132205645,-2.886014249207204,0.0039015449267148085,ex_march2020,car_raw
XLB,201,ex_march2020,m1_p1,car_raw,surprise_orth_bps,HC1,0.2584109545797261,0.04707834359107721,-2.9947104560845483,1.1169905536349787,-5.183971712280562,-0.8054491998885347,-2.681052625144393,0.0073390973432397675,ex_march2020,car_raw
XLRE,60,ex_march2020,m1_p1,car_raw,surprise_orth_bps,HC1,0.3191710447352849,0.0373877804808731,-2.669171228018995,2.282136514720659,-7.14207660467525,1.8037341486372598,-1.1695931469488408,0.24216473650020154,ex_march2020,car_raw
XLV,201,ex_march2020,m1_p1,car_raw,surprise_orth_bps,HC1,0.32902481174457787,0.04884395886226167,-2.3537873570112775,0.9663849402604794,-4.24786703512371,-0.459707678898846,-2.4356622904086622,0.014864554944208175,ex_march2020,car_raw
XLU,201,ex_march2020,m1_p1,car_raw,surprise_orth_bps,HC1,0.05228635529900655,0.028821038736687954,-1.9584492376352278,1.1490927336042198,-4.210629610396177,0.2937311351257219,-1.7043439405385477,0.08831685043163572,ex_march2020,car_raw
XLP,201,ex_march2020,m1_p1,car_raw,surprise_orth_bps,HC1,0.06231768251567263,0.0162422492082247,-1.291197602211651,1.0052159603568624,-3.2613846811959437,0.6789894767726422,-1.28449771306184,0.1989678632592189,ex_march2020,car_raw
TLT,171,ex_march2020,m1_p1,car_raw,surprise_orth_bps,HC1,0.3380286151375512,0.01722173680497896,-1.2092956208272017,0.8627553953765309,-2.900265123232817,0.48167388157841357,-1.4016668308396156,0.161014759919195,ex_march2020,car_raw
IEF,171,ex_march2020,m1_p1,car_raw,surprise_orth_bps,HC1,0.20097870319661088,0.04160958366947731,-0.9660219716750191,0.46897098889425914,-1.8851882197019005,-0.04685572364813758,-2.0598757589519723,0.03941041967733273,ex_march2020,car_raw
GLD,152,ex_march2020,m1_p1,car_raw,surprise_orth_bps,HC1,0.19780056566491233,0.0013755857514168301,-0.5377972542384181,1.9442805245017452,-4.348517058104485,3.2729225496276486,-0.276604763284474,0.7820836067877404,ex_march2020,car_raw
XLY,201,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,0.12087285252859148,0.05569318963042669,-1.4784368932723886,0.5206048935971656,-2.4988037348981402,-0.45807005164663717,-2.839844403030863,0.004513554354316895,ex_march2020,car_adj
XLK,201,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,0.2542706924745923,0.030178957546349583,-1.3487430589307454,1.060001880432669,-3.4263085681235097,0.7288224502620184,-1.2723968549755957,0.20323215095485625,ex_march2020,car_adj
QQQ,200,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,0.2716311849784958,0.02778230682605165,-1.3454910381466332,1.2209235007177701,-3.7384571274320253,1.0474750511387594,-1.1020273074894789,0.27044979996876295,ex_march2020,car_adj
XLRE,60,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,0.181515056435274,0.01681616004838793,-1.281846601843512,1.4444795331757714,-4.112974463273254,1.5492812595862302,-0.8874107056576277,0.3748578217773396,ex_march2020,car_adj
XLF,201,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,-0.09466254194991802,0.01760165275464254,-1.0911275033796959,0.822036387833817,-2.702289217515377,0.5200342107559853,-1.3273469636240462,0.18439393518739733,ex_march2020,car_adj
XLE,201,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,-0.1118625897100123,0.0005940096882595114,-0.2867022617464398,1.2684282690575386,-2.772775986071697,2.199371462578817,-0.22602954281322027,0.8211784430039855,ex_march2020,car_adj
XLI,201,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,0.022677439678121355,0.0007890362208395896,-0.12399033411448632,0.37748640450498605,-0.8638500915977775,0.6158694233688048,-0.32846304564817397,0.7425615810079571,ex_march2020,car_adj
SPY,202,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,0.0,,0.0,0.0,0.0,0.0,,,ex_march2020,car_adj
XLB,201,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,-0.04886751695604,0.0009504629373979778,0.2626511016310651,0.815798912383297,-1.3362853852671444,1.8615875885292745,0.3219556898693932,0.7474862629805794,ex_march2020,car_adj
XLV,201,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,0.0217463402088115,0.01787138983471559,0.9035742007043369,0.5618260034898956,-0.19758453171393342,2.004732933122607,1.6082812028841726,0.1077736055637679,ex_march2020,car_adj
XLU,201,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,-0.2549921162367595,0.025784912636915402,1.2989123200803863,0.8261508627056331,-0.3203136166193494,2.918138256780122,1.5722459162318922,0.11589353051928762,ex_march2020,car_adj
TLT,171,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,0.13413345360307616,0.01216454988806348,1.8950815296139838,1.760727182289036,-1.5558803342732173,5.346043393501184,1.0763061697896208,0.28179035024024657,ex_march2020,car_adj
XLP,201,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,-0.24496078902009355,0.0677172097667692,1.9661639555039634,0.8024043083796539,0.3934804100400705,3.5388475009678566,2.45034072595443,0.014272108908570714,ex_march2020,car_adj
IEF,171,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,-0.0029164583378642906,0.023015817854120213,2.1383551787661657,1.527941655021291,-0.8563554355540882,5.133065793086419,1.399500544892448,0.16166293505887142,ex_march2020,car_adj
GLD,152,ex_march2020,m1_p1,car_adj,surprise_orth_bps,HC1,-0.007709374256034657,0.022280629271514085,3.1892991236112014,3.203159250310376,-3.0887776437434553,9.467375890965858,0.9956729823227393,0.3194090614912243,ex_march2020,car_adj
SPY,209,ex_march2020,d0_p1,car_raw,surprise_bps,HC1,0.2023741976919632,0.08202174920568162,-2.42158375851736,0.5834123336103832,-3.565050920530178,-1.278116596504542,-4.15072431453695,3.314247739870842e-05,ex_march2020,auto
